INFO  2019-07-19 18:00:37,356 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 494.8517ms 200 application/x-javascript
INFO  2019-07-19 18:00:37,392 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/signalr/negotiate text/plain;charset=UTF-8 0
INFO  2019-07-19 18:00:37,470 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 68.9232ms 200 application/json
INFO  2019-07-19 18:00:37,728 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/signalr?id=2Dcg028VbFQRD-5Qit8GiQ  
INFO  2019-07-19 18:00:38,024 [6    ] .AspNetCore.SignalR.HubConnectionContext - Completed connection handshake. Using HubProtocol 'json'.
DEBUG 2019-07-19 18:00:38,070 [6    ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is connected: {"ConnectionId":"2Dcg028VbFQRD-5Qit8GiQ","IpAddress":"::1","TenantId":null,"UserId":1,"ConnectTime":"2019-07-19T18:00:38.057321+02:00","Properties":{}}
DEBUG 2019-07-19 18:00:38,137 [6    ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is registered: 2Dcg028VbFQRD-5Qit8GiQ
INFO  2019-07-19 18:00:41,260 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/Orders  
INFO  2019-07-19 18:00:41,273 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Order", area = ""}. Executing action UltimateInvocing.Web.Mvc.Controllers.OrderController.Index (UltimateInvocing.Web.Mvc)
DEBUG 2019-07-19 18:00:41,317 [11   ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is disconnected: 2Dcg028VbFQRD-5Qit8GiQ
INFO  2019-07-19 18:00:41,345 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 3677.2911ms 101 
INFO  2019-07-19 18:00:42,982 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method UltimateInvocing.Web.Mvc.Controllers.OrderController.Index (UltimateInvocing.Web.Mvc) - Validation state: Valid
INFO  2019-07-19 18:00:43,550 [19   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method UltimateInvocing.Web.Mvc.Controllers.OrderController.Index (UltimateInvocing.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 566.279ms.
INFO  2019-07-19 18:00:43,598 [7    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
